Prompt ID,Prompt Type,Prompt Variation,Iteration,Olmo2-13B-zeroshot,Olmo2-13B-oneshot
14,COMM,1,1,Score: 38,Score: 35
14,COMM,1,2,Score: 35,Score: 35
14,COMM,1,3,Score: 35,Score: 35
14,COMM,1,4,Score: 35,Score: 32
14,COMM,1,5,Score: 35,Score: 35
14,COMM,1,6,Score: 35,Score: 35
14,COMM,1,7,Score: 35,Score: 35
14,COMM,1,8,Score: 20,Score: 40
14,COMM,1,9,Score: 35,Score: 40
14,COMM,1,10,Score: 35,Score: 35
14,COMM,1,1,Score: 39,Score: 38
14,COMM,1,2,Score: 38,Score: 39
14,COMM,1,3,Score: 36,Score: 38
14,COMM,1,4,Score: 38,Score: 38
14,COMM,1,5,Score: 35,Score: 35
14,COMM,1,6,Score: 35,Score: 40
14,COMM,1,7,Score: 36,Score: 37
14,COMM,1,8,Score: 38,Score: 38
14,COMM,1,9,Score: 38,Score: 35
14,COMM,1,10,Score: 35,Score: 37
14,COMM,1,1,Score: 36,Score: 35
14,COMM,1,2,Score: 38,Score: 38
14,COMM,1,3,Score: 38,Score: 37
14,COMM,1,4,Score: 35,Score: 35
14,COMM,1,5,Score: 36,Score: 38
14,COMM,1,6,Score: 35,Score: 38
14,COMM,1,7,Score: 35,Score: 38
14,COMM,1,8,Score: 35,Score: 35
14,COMM,1,9,Score: 38,Score: 39
14,COMM,1,10,Score: 35,Score: 35
14,COMM,1,1,Score: 35,Score: 35
14,COMM,1,2,Score: 35,Score: 35
14,COMM,1,3,Score: 35,Score: 35
14,COMM,1,4,Score: 38,Score: 35
14,COMM,1,5,Score: 39,Score: 38
14,COMM,1,6,Score: 38,Score: 35
14,COMM,1,7,Score: 38,Score: 35
14,COMM,1,8,Score: 37,Score: 38
14,COMM,1,9,Score: 38,Score: 38
14,COMM,1,10,Score: 38,Score: 35
14,COMM,1,1,Score: 35,Score: 35
14,COMM,1,2,Score: 35,Score: 35
14,COMM,1,3,Score: 34,Score: 30
14,COMM,1,4,Score: 30,Score: 35
14,COMM,1,5,Score: 35,Score: 35
14,COMM,1,6,Score: 35,Score: 30
14,COMM,1,7,Score: 34,Score: 35
14,COMM,1,8,Score: 35,Score: 35
14,COMM,1,9,Score: 34,Score: 35
14,COMM,1,10,Score: 35,Score: 38
15,LETT,1,1,Score: 34,Score: 30
15,LETT,1,2,Score: 32,Score: 30
15,LETT,1,3,Score: 30,Score: 32
15,LETT,1,4,Score: 37,Score: 35
15,LETT,2,1,Score: 35,Score: 34
15,LETT,2,2,Score: 35,Score: 28
15,LETT,2,3,Score: 35,Score: 28
15,LETT,2,4,Score: 35,Score: 30
15,LETT,3,1,Score: 30,Score: 30
15,LETT,3,2,Score: 36,Score: 30
15,LETT,3,3,Score: 34,Score: 25
15,LETT,3,4,Score: 35,Score: 27
16,COMM,1,1,Score: 35,Score: 35
16,COMM,1,2,Score: 35,Score: 30
16,COMM,1,3,Score: 30,Score: 35
16,COMM,1,4,Score: 35,Score: 30
16,COMM,2,1,Score: 35,Score: 35
16,COMM,2,2,Score: 35,Score: 35
16,COMM,2,3,Score: 35,Score: 35
16,COMM,2,4,Score: 25,Score: 30
16,COMM,3,1,Score: 35,Score: 35
16,COMM,3,2,Score: 35,Score: 33
16,COMM,3,3,Score: 25,Score: 32
16,COMM,3,4,Score: 35,Score: 30
17,ARG,1,1,Score: 35,Score: 34
17,ARG,1,2,Score: 38,Score: 35
17,ARG,1,3,Score: 36,Score: 32
17,ARG,1,4,Score: 35,Score: 35
17,ARG,2,1,Score: 35,Score: 30
17,ARG,2,2,Score: 36,Score: 35
17,ARG,2,3,Score: 38,Score: 35
17,ARG,2,4,Score: 35,Score: 30
17,ARG,3,1,Score: 36,Score: 35
17,ARG,3,2,Score: 35,Score: 35
17,ARG,3,3,Score: 35,Score: 38
17,ARG,3,4,Score: 35,Score: 35
18,NARR,1,1,Score: 25,Score: 30
18,NARR,1,2,Score: 28,Score: 30
18,NARR,1,3,Score: 22,Score: 35
18,NARR,1,4,Score: 25,Score: 30
18,NARR,2,1,Score: 20,Score: 18
18,NARR,2,2,Score: 29,Score: 30
18,NARR,2,3,Score: 30,Score: 35
18,NARR,2,4,Score: 25,Score: 15
18,NARR,3,1,Score: 29,Score: 28
18,NARR,3,2,Score: 28,Score: 28
18,NARR,3,3,Score: 30,Score: 30
18,NARR,3,4,Score: 22,Score: 30
19,COMM,1,1,Score: 35,Score: 26
19,COMM,1,2,Score: 38,Score: 35
19,COMM,1,3,Score: 34,Score: 23
19,COMM,1,4,Score: 35,Score: 35
19,COMM,1,5,Score: 35,Score: 23
19,COMM,1,6,Score: 30,Score: 35
19,COMM,1,7,Score: 30,Score: 35
19,COMM,1,8,Score: 30,Score: 30
19,COMM,1,9,Score: 36,Score: 26
19,COMM,1,10,Score: 37,Score: 35
19,COMM,2,1,Score: 39,Score: 29
19,COMM,2,2,Score: 30,Score: 37
19,COMM,2,3,Score: 38,Score: 28
19,COMM,2,4,Score: 30,Score: 30
19,COMM,2,5,Score: 38,Score: 30
19,COMM,2,6,Score: 38,Score: 35
19,COMM,2,7,Score: 36,Score: 22
19,COMM,2,8,Score: 30,Score: 30
19,COMM,2,9,Score: 35,Score: 30
19,COMM,2,10,Score: 36,Score: 38
19,COMM,3,1,Score: 35,Score: 24
19,COMM,3,2,Score: 34,Score: 35
19,COMM,3,3,Score: 35,Score: 29
19,COMM,3,4,Score: 35,Score: 30
19,COMM,3,5,Score: 35,Score: 29
19,COMM,3,6,Score: 35,Score: 35
19,COMM,3,7,Score: 35,Score: 30
19,COMM,3,8,Score: 30,Score: 35
19,COMM,3,9,Score: 35,Score: 19
19,COMM,3,10,Score: 35,Score: 35
19,COMM,4,1,Score: 30,Score: 18
19,COMM,4,2,Score: 35,Score: 30
19,COMM,4,3,Score: 38,Score: 27
19,COMM,4,4,Score: 35,Score: 36
19,COMM,4,5,Score: 35,Score: 25
19,COMM,4,6,Score: 34,Score: 30
19,COMM,4,7,Score: 35,Score: 17
19,COMM,4,8,Score: 38,Score: 30
19,COMM,4,9,Score: 35,Score: 27
19,COMM,4,10,Score: 35,Score: 30
19,COMM,5,1,Score: 32,Score: 29
19,COMM,5,2,Score: 35,Score: 37
19,COMM,5,3,Score: 34,Score: 25
19,COMM,5,4,Score: 30,Score: 32
19,COMM,5,5,Score: 30,Score: 17
19,COMM,5,6,Score: 35,Score: 32
19,COMM,5,7,Score: 35,Score: 22
19,COMM,5,8,Score: 35,Score: 35
19,COMM,5,9,Score: 35,Score: 25
19,COMM,5,10,Score: 26,Score: 15
20,LETT,1,1,Score: 35,Score: 32
20,LETT,1,2,Score: 35,Score: 30
20,LETT,1,3,Score: 40,Score: 37
20,LETT,1,4,Score: 35,Score: 38
20,LETT,1,5,Score: 38,Score: 36
20,LETT,1,6,Score: 38,Score: 37
20,LETT,1,7,Score: 35,Score: 38
20,LETT,1,8,Score: 38,Score: 37
20,LETT,1,9,Score: 35,Score: 30
20,LETT,1,10,Score: 38,Score: 36
20,LETT,1,1,Score: 38,Score: 30
20,LETT,1,2,Score: 38,Score: 35
20,LETT,1,3,Score: 38,Score: 38
20,LETT,1,4,Score: 36,Score: 33
20,LETT,1,5,Score: 35,Score: 32
20,LETT,1,6,Score: 34,Score: 33
20,LETT,1,7,Score: 38,Score: 38
20,LETT,1,8,Score: 35,Score: 30
20,LETT,1,9,Score: 36,Score: 30
20,LETT,1,10,Score: 35,Score: 32
20,LETT,1,1,Score: 35,Score: 30
20,LETT,1,2,Score: 35,Score: 32
20,LETT,1,3,Score: 37,Score: 36
20,LETT,1,4,Score: 38,Score: 38
20,LETT,1,5,Score: 35,Score: 30
20,LETT,1,6,Score: 35,Score: 30
20,LETT,1,7,Score: 35,Score: 34
20,LETT,1,8,Score: 36,Score: 30
20,LETT,1,9,Score: 34,Score: 38
20,LETT,1,10,Score: 35,Score: 30
20,LETT,1,1,Score: 40,Score: 30
20,LETT,1,2,Score: 30,Score: 30
20,LETT,1,3,Score: 35,Score: 30
20,LETT,1,4,Score: 35,Score: 30
20,LETT,1,5,Score: 35,Score: 30
20,LETT,1,6,Score: 35,Score: 30
20,LETT,1,7,Score: 38,Score: 30
20,LETT,1,8,Score: 36,Score: 30
20,LETT,1,9,Score: 35,Score: 30
20,LETT,1,10,Score: 38,Score: 30
20,LETT,1,1,Score: 35,Score: 34
20,LETT,1,2,Score: 35,Score: 34
20,LETT,1,3,Score: 40,Score: 34
20,LETT,1,4,Score: 35,Score: 30
20,LETT,1,5,Score: 35,Score: 30
20,LETT,1,6,Score: 36,Score: 36
20,LETT,1,7,Score: 35,Score: 34
20,LETT,1,8,Score: 39,Score: 30
20,LETT,1,9,Score: 35,Score: 32
20,LETT,1,10,Score: 38,Score: 35
21,LETT,1,1,Score: 34,Score: 36
21,LETT,1,2,Score: 37,Score: 34
21,LETT,1,3,Score: 36,Score: 38
21,LETT,1,4,Score: 35,Score: 35
21,LETT,2,1,Score: 35,Score: 35
21,LETT,2,2,Score: 38,Score: 35
21,LETT,2,3,Score: 36,Score: 35
21,LETT,2,4,Score: 35,Score: 35
21,LETT,3,1,Score: 38,Score: 34
21,LETT,3,2,Score: 38,Score: 35
21,LETT,3,3,Score: 34,Score: 35
21,LETT,3,4,Score: 37,Score: 35
22,SUGG,1,1,Score: 35,Score: 31
22,SUGG,1,2,Score: 40,Score: 34
22,SUGG,1,3,Score: 35,Score: 34
22,SUGG,1,4,Score: 37,Score: 30
22,SUGG,2,1,Score: 38,Score: 35
22,SUGG,2,2,Score: 37,Score: 30
22,SUGG,2,3,Score: 36,Score: 30
22,SUGG,2,4,Score: 38,Score: 35
22,SUGG,3,1,Score: 34,Score: 37
22,SUGG,3,2,Score: 38,Score: 37
22,SUGG,3,3,Score: 39,Score: 35
22,SUGG,3,4,Score: 35,Score: 30
23,COMM,1,1,Score: 35,Score: 30
23,COMM,1,2,Score: 38,Score: 35
23,COMM,1,3,Score: 35,Score: 35
23,COMM,1,4,Score: 35,Score: 30
23,COMM,2,1,Score: 35,Score: 32
23,COMM,2,2,Score: 35,Score: 28
23,COMM,2,3,Score: 35,Score: 36
23,COMM,2,4,Score: 36,Score: 30
23,COMM,3,1,Score: 38,Score: 35
23,COMM,3,2,Score: 38,Score: 35
23,COMM,3,3,Score: 38,Score: 32
23,COMM,3,4,Score: 35,Score: 35
24,NARR,1,1,Score: 30,Score: 30
24,NARR,1,2,Score: 35,Score: 32
24,NARR,1,3,Score: 30,Score: 30
24,NARR,1,4,Score: 30,Score: 35
24,NARR,2,1,Score: 35,Score: 30
24,NARR,2,2,Score: 35,Score: 30
24,NARR,2,3,Score: 35,Score: 30
24,NARR,2,4,Score: 28,Score: 30
24,NARR,3,1,Score: 35,Score: 26
24,NARR,3,2,Score: 34,Score: 33
24,NARR,3,3,Score: 35,Score: 30
24,NARR,3,4,Score: 28,Score: 28
25,LETT,1,1,Score: 35,Score: 32
25,LETT,1,2,Score: 34,Score: 35
25,LETT,1,3,Score: 35,Score: 34
25,LETT,1,4,Score: 35,Score: 30
25,LETT,1,5,Score: 35,Score: 35
25,LETT,1,6,Score: 35,Score: 35
25,LETT,1,7,Score: 35,Score: 35
25,LETT,1,8,Score: 35,Score: 35
25,LETT,1,9,Score: 35,Score: 35
25,LETT,1,10,Score: 35,Score: 34
25,LETT,1,1,Score: 34,Score: 35
25,LETT,1,2,Score: 35,Score: 37
25,LETT,1,3,Score: 35,Score: 36
25,LETT,1,4,Score: 34,Score: 35
25,LETT,1,5,Score: 38,Score: 35
25,LETT,1,6,Score: 38,Score: 35
25,LETT,1,7,Score: 35,Score: 35
25,LETT,1,8,Score: 38,Score: 35
25,LETT,1,9,Score: 35,Score: 35
25,LETT,1,10,Score: 38,Score: 38
25,LETT,1,1,Score: 30,Score: 35
25,LETT,1,2,Score: 35,Score: 35
25,LETT,1,3,Score: 38,Score: 35
25,LETT,1,4,Score: 38,Score: 35
25,LETT,1,5,Score: 35,Score: 35
25,LETT,1,6,Score: 36,Score: 34
25,LETT,1,7,Score: 30,Score: 35
25,LETT,1,8,Score: 35,Score: 34
25,LETT,1,9,Score: 34,Score: 34
25,LETT,1,10,Score: 38,Score: 35
25,LETT,1,1,Score: 35,Score: 35
25,LETT,1,2,Score: 36,Score: 35
25,LETT,1,3,Score: 35,Score: 35
25,LETT,1,4,Score: 35,Score: 34
25,LETT,1,5,Score: 35,Score: 35
25,LETT,1,6,Score: 38,Score: 35
25,LETT,1,7,Score: 36,Score: 34
25,LETT,1,8,Score: 36,Score: 35
25,LETT,1,9,Score: 35,Score: 35
25,LETT,1,10,Score: 35,Score: 30
25,LETT,1,1,Score: 36,Score: 35
25,LETT,1,2,Score: 36,Score: 35
25,LETT,1,3,Score: 35,Score: 33
25,LETT,1,4,Score: 35,Score: 35
25,LETT,1,5,Score: 38,Score: 35
25,LETT,1,6,Score: 35,Score: 35
25,LETT,1,7,Score: 35,Score: 30
25,LETT,1,8,Score: 35,Score: 35
25,LETT,1,9,Score: 32,Score: 35
25,LETT,1,10,Score: 35,Score: 37
26,COMM,1,1,Score: 30,Score: 30
26,COMM,1,2,Score: 30,Score: 30
26,COMM,1,3,Score: 30,Score: 30
26,COMM,1,4,Score: 30,Score: 30
26,COMM,1,5,Score: 6,Score: 35
26,COMM,1,6,Score: 30,Score: 30
26,COMM,1,7,Score: 30,Score: 30
26,COMM,1,8,Score: 20,Score: 15
26,COMM,1,9,Score: 35,Score: 30
26,COMM,1,10,Score: 30,Score: 30
26,COMM,1,1,Score: 36,Score: 34
26,COMM,1,2,Score: 34,Score: 35
26,COMM,1,3,Score: 34,Score: 35
26,COMM,1,4,Score: 35,Score: 30
26,COMM,1,5,Score: 35,Score: 34
26,COMM,1,6,Score: 38,Score: 35
26,COMM,1,7,Score: 35,Score: 35
26,COMM,1,8,Score: 35,Score: 30
26,COMM,1,9,Score: 35,Score: 35
26,COMM,1,10,Score: 35,Score: 36
26,COMM,1,1,Score: 36,Score: 35
26,COMM,1,2,Score: 35,Score: 33
26,COMM,1,3,Score: 35,Score: 35
26,COMM,1,4,Score: 32,Score: 30
26,COMM,1,5,Score: 35,Score: 34
26,COMM,1,6,Score: 35,Score: 35
26,COMM,1,7,Score: 35,Score: 30
26,COMM,1,8,Score: 35,Score: 35
26,COMM,1,9,Score: 35,Score: 35
26,COMM,1,10,Score: 38,Score: 30
26,COMM,1,1,Score: 30,Score: 30
26,COMM,1,2,Score: 30,Score: 35
26,COMM,1,3,Score: 35,Score: 35
26,COMM,1,4,Score: 35,Score: 31
26,COMM,1,5,Score: 35,Score: 33
26,COMM,1,6,Score: 30,Score: 30
26,COMM,1,7,Score: 35,Score: 30
26,COMM,1,8,Score: 35,Score: 36
26,COMM,1,9,Score: 35,Score: 35
26,COMM,1,10,Score: 30,Score: 35
26,COMM,1,1,Score: 3,Score: 25
26,COMM,1,2,Score: 36,Score: 31
26,COMM,1,3,Score: 25,Score: 15
26,COMM,1,4,Score: 30,Score: 30
26,COMM,1,5,Score: 30,Score: 30
26,COMM,1,6,Score: 26,Score: 35
26,COMM,1,7,Score: 32,Score: 32
26,COMM,1,8,Score: 29,Score: 10
26,COMM,1,9,Score: 34,Score: 28
26,COMM,1,10,Score: 34,Score: 32
27,LETT,1,1,Score: 35,Score: 30
27,LETT,1,2,Score: 35,Score: 28
27,LETT,1,3,Score: 38,Score: 30
27,LETT,1,4,Score: 37,Score: 30
27,LETT,2,1,Score: 38,Score: 30
27,LETT,2,2,Score: 38,Score: 30
27,LETT,2,3,Score: 38,Score: 30
27,LETT,2,4,Score: 38,Score: 30
27,LETT,3,1,Score: 36,Score: 30
27,LETT,3,2,Score: 38,Score: 30
27,LETT,3,3,Score: 38,Score: 30
27,LETT,3,4,Score: 35,Score: 30
28,ARG,1,1,Score: 30,Score: 30
28,ARG,1,2,Score: 30,Score: 30
28,ARG,1,3,Score: 30,Score: 29
28,ARG,1,4,Score: 35,Score: 31
28,ARG,2,1,Score: 34,Score: 35
28,ARG,2,2,Score: 30,Score: 31
28,ARG,2,3,Score: 36,Score: 27
28,ARG,2,4,Score: 35,Score: 33
28,ARG,3,1,Score: 35,Score: 30
28,ARG,3,2,Score: 30,Score: 32
28,ARG,3,3,Score: 30,Score: 30
28,ARG,3,4,Score: 30,Score: 30
29,NARR,1,1,Score: 35,Score: 28
29,NARR,1,2,Score: 34,Score: 28
29,NARR,1,3,Score: 35,Score: 28
29,NARR,1,4,Score: 30,Score: 25
29,NARR,2,1,Score: 28,Score: 28
29,NARR,2,2,Score: 35,Score: 30
29,NARR,2,3,Score: 30,Score: 30
29,NARR,2,4,Score: 30,Score: 28
29,NARR,3,1,Score: 30,Score: 30
29,NARR,3,2,Score: 30,Score: 28
29,NARR,3,3,Score: 29,Score: 30
29,NARR,3,4,Score: 27,Score: 20
30,ARG,1,1,Score: 38,Score: 35
30,ARG,1,2,Score: 30,Score: 30
30,ARG,1,3,Score: 37,Score: 35
30,ARG,1,4,Score: 35,Score: 30
30,ARG,2,1,Score: 35,Score: 30
30,ARG,2,2,Score: 35,Score: 30
30,ARG,2,3,Score: 35,Score: 32
30,ARG,2,4,Score: 30,Score: 30
30,ARG,3,1,Score: 30,Score: 30
30,ARG,3,2,Score: 38,Score: 30
30,ARG,3,3,Score: 34,Score: 30
30,ARG,3,4,Score: 35,Score: 28
31,SUGG,1,1,Score: 35,Score: 34
31,SUGG,1,2,Score: 35,Score: 35
31,SUGG,1,3,Score: 34,Score: 34
31,SUGG,1,4,Score: 38,Score: 34
31,SUGG,1,5,Score: 34,Score: 33
31,SUGG,1,6,Score: 36,Score: 35
31,SUGG,1,7,Score: 38,Score: 35
31,SUGG,1,8,Score: 38,Score: 35
31,SUGG,1,9,Score: 35,Score: 33
31,SUGG,1,10,Score: 38,Score: 34
31,SUGG,1,1,Score: 35,Score: 32
31,SUGG,1,2,Score: 38,Score: 30
31,SUGG,1,3,Score: 36,Score: 34
31,SUGG,1,4,Score: 35,Score: 35
31,SUGG,1,5,Score: 38,Score: 34
31,SUGG,1,6,Score: 38,Score: 34
31,SUGG,1,7,Score: 36,Score: 35
31,SUGG,1,8,Score: 37,Score: 35
31,SUGG,1,9,Score: 35,Score: 32
31,SUGG,1,10,Score: 38,Score: 35
31,SUGG,1,1,Score: 35,Score: 34
31,SUGG,1,2,Score: 36,Score: 34
31,SUGG,1,3,Score: 35,Score: 32
31,SUGG,1,4,Score: 38,Score: 34
31,SUGG,1,5,Score: 36,Score: 33
31,SUGG,1,6,Score: 36,Score: 32
31,SUGG,1,7,Score: 35,Score: 35
31,SUGG,1,8,Score: 38,Score: 35
31,SUGG,1,9,Score: 38,Score: 34
31,SUGG,1,10,Score: 35,Score: 30
31,SUGG,1,1,Score: 35,Score: 30
31,SUGG,1,2,Score: 34,Score: 33
31,SUGG,1,3,Score: 35,Score: 34
31,SUGG,1,4,Score: 38,Score: 33
31,SUGG,1,5,Score: 40,Score: 33
31,SUGG,1,6,Score: 38,Score: 35
31,SUGG,1,7,Score: 35,Score: 35
31,SUGG,1,8,Score: 35,Score: 30
31,SUGG,1,9,Score: 35,Score: 35
31,SUGG,1,10,Score: 37,Score: 34
31,SUGG,1,1,Score: 35,Score: 30
31,SUGG,1,2,Score: 38,Score: 30
31,SUGG,1,3,Score: 38,Score: 35
31,SUGG,1,4,Score: 35,Score: 34
31,SUGG,1,5,Score: 34,Score: 32
31,SUGG,1,6,Score: 35,Score: 30
31,SUGG,1,7,Score: 37,Score: 34
31,SUGG,1,8,Score: 35,Score: 35
31,SUGG,1,9,Score: 38,Score: 30
31,SUGG,1,10,Score: 36,Score: 33
32,COMM,1,1,Score: 35,Score: 35
32,COMM,1,2,Score: 30,Score: 34
32,COMM,1,3,Score: 38,Score: 35
32,COMM,1,4,Score: 35,Score: 35
