Prompt ID,Prompt Type,Prompt Variation,Iteration,Olmo2-13B-zeroshot,Olmo2-13B-oneshot
7.0,NARR,1.0,3.0,Score: 3,Score: 5.0
7.0,NARR,1.0,4.0,Score: 3,Score: 4.75
7.0,NARR,1.0,5.0,Score: 3,Score: 5.0
7.0,NARR,2.0,1.0,Score: 3,Score: 4.75
7.0,NARR,2.0,2.0,Score: 3,Score: 4.75
7.0,NARR,2.0,3.0,Score: 3,Score: 8.25
7.0,NARR,2.0,4.0,Score: 23,Score: 5.25
7.0,NARR,2.0,5.0,Score: 27,Score: 4.25
8.0,NARR,1.0,1.0,Score: 5,
8.0,NARR,1.0,2.0,Score: 6,
8.0,NARR,1.0,3.0,Score: 6,
8.0,NARR,1.0,4.0,Score: 6,
8.0,NARR,1.0,5.0,Score: 6,
8.0,NARR,2.0,6.0,Score: 5,
8.0,NARR,2.0,7.0,Score: 5,
8.0,NARR,2.0,8.0,Score: 6,
8.0,NARR,2.0,9.0,Score: 6,
8.0,NARR,2.0,10.0,Score: 5,
9.0,LETT,1.0,0.0,Score: 36,Score: 29
9.0,LETT,1.0,1.0,Score: 38,Score: 30
9.0,LETT,1.0,2.0,Score: 38,Score: 31
9.0,LETT,1.0,3.0,Score: 38,Score: 33
9.0,LETT,2.0,0.0,Score: 38,Score: 31
9.0,LETT,2.0,1.0,Score: 37,Score: 32
9.0,LETT,2.0,2.0,Score: 38,Score: 35
9.0,LETT,2.0,3.0,Score: 30,Score: 32
9.0,LETT,3.0,0.0,Score: 37,Score: 25
9.0,LETT,3.0,1.0,Score: 35,Score: 30
9.0,LETT,3.0,2.0,Score: 35,Score: 30
9.0,LETT,3.0,3.0,Score: 35,Score: 28
10.0,SUGG,1.0,1.0,Score: 38,Score: 35
10.0,SUGG,1.0,2.0,Score: 35,Score: 38
10.0,SUGG,1.0,3.0,Score: 36,Score: 35
10.0,SUGG,1.0,4.0,Score: 36,Score: 30
10.0,SUGG,2.0,1.0,Score: 38,Score: 35
10.0,SUGG,2.0,2.0,Score: 35,Score: 28
10.0,SUGG,2.0,3.0,Score: 35,Score: 34
10.0,SUGG,2.0,4.0,Score: 35,Score: 38
10.0,SUGG,3.0,1.0,Score: 38,Score: 35
10.0,SUGG,3.0,2.0,Score: 36,Score: 31
10.0,SUGG,3.0,3.0,Score: 38,Score: 32
10.0,SUGG,3.0,4.0,Score: 38,Score: 35
11.0,COMM,1.0,1.0,Score: 35,Score: 35
11.0,COMM,1.0,2.0,Score: 34,Score: 28
11.0,COMM,1.0,3.0,Score: 35,Score: 28
11.0,COMM,1.0,4.0,Score: 35,Score: 32
11.0,COMM,2.0,1.0,Score: 30,Score: 30
11.0,COMM,2.0,2.0,Score: 34,Score: 30
11.0,COMM,2.0,3.0,Score: 35,Score: 34
11.0,COMM,2.0,4.0,Score: 30,Score: 28
11.0,COMM,3.0,1.0,Score: 30,Score: 35
11.0,COMM,3.0,2.0,Score: 34,Score: 28
11.0,COMM,3.0,3.0,Score: 30,Score: 30
11.0,COMM,3.0,4.0,Score: 30,Score: 35
12.0,LETT,1.0,1.0,Score: 30,Score: 36
12.0,LETT,1.0,2.0,Score: 36,Score: 36
12.0,LETT,1.0,3.0,Score: 30,Score: 38
12.0,LETT,1.0,4.0,Score: 32,Score: 30
12.0,LETT,2.0,1.0,Score: 34,Score: 38
12.0,LETT,2.0,2.0,Score: 36,Score: 35
12.0,LETT,2.0,3.0,Score: 35,Score: 35
12.0,LETT,2.0,4.0,Score: 38,Score: 35
12.0,LETT,3.0,1.0,Score: 35,Score: 35
12.0,LETT,3.0,2.0,Score: 30,Score: 30
12.0,LETT,3.0,3.0,Score: 35,Score: 35
12.0,LETT,3.0,4.0,Score: 34,Score: 30
13.0,COMM,1.0,1.0,Score: 35,Score: 35
13.0,COMM,1.0,2.0,Score: 36,Score: 38
13.0,COMM,1.0,3.0,Score: 38,Score: 35
13.0,COMM,1.0,4.0,Score: 38,Score: 38
13.0,COMM,1.0,5.0,Score: 38,Score: 35
13.0,COMM,1.0,6.0,Score: 35,Score: 35
13.0,COMM,1.0,7.0,Score: 35,Score: 35
13.0,COMM,1.0,8.0,Score: 38,Score: 35
13.0,COMM,1.0,9.0,Score: 35,Score: 34
13.0,COMM,1.0,10.0,Score: 37,Score: 35
13.0,COMM,1.0,1.0,Score: 38,Score: 40
13.0,COMM,1.0,2.0,Score: 38,Score: 35
13.0,COMM,1.0,3.0,Score: 35,Score: 38
13.0,COMM,1.0,4.0,Score: 38,Score: 35
13.0,COMM,1.0,5.0,Score: 38,Score: 40
13.0,COMM,1.0,6.0,Score: 38,Score: 37
13.0,COMM,1.0,7.0,Score: 36,Score: 37
13.0,COMM,1.0,8.0,Score: 34,Score: 35
13.0,COMM,1.0,9.0,Score: 36,Score: 40
13.0,COMM,1.0,10.0,Score: 38,Score: 35
13.0,COMM,1.0,1.0,Score: 35,Score: 37
13.0,COMM,1.0,2.0,Score: 38,Score: 35
13.0,COMM,1.0,3.0,Score: 35,Score: 35
13.0,COMM,1.0,4.0,Score: 35,Score: 38
13.0,COMM,1.0,5.0,Score: 38,Score: 35
13.0,COMM,1.0,6.0,Score: 37,Score: 40
13.0,COMM,1.0,7.0,Score: 35,Score: 35
13.0,COMM,1.0,8.0,Score: 35,Score: 35
13.0,COMM,1.0,9.0,Score: 37,Score: 35
13.0,COMM,1.0,10.0,Score: 35,Score: 35
13.0,COMM,1.0,1.0,Score: 35,Score: 36
13.0,COMM,1.0,2.0,Score: 35,Score: 35
13.0,COMM,1.0,3.0,Score: 38,Score: 35
13.0,COMM,1.0,4.0,Score: 35,Score: 35
13.0,COMM,1.0,5.0,Score: 35,Score: 35
13.0,COMM,1.0,6.0,Score: 36,Score: 35
13.0,COMM,1.0,7.0,Score: 35,Score: 40
13.0,COMM,1.0,8.0,Score: 35,Score: 35
13.0,COMM,1.0,9.0,Score: 38,Score: 38
13.0,COMM,1.0,10.0,Score: 38,Score: 35
13.0,COMM,1.0,1.0,Score: 35,Score: 35
13.0,COMM,1.0,2.0,Score: 38,Score: 35
13.0,COMM,1.0,3.0,Score: 35,Score: 35
13.0,COMM,1.0,4.0,Score: 36,Score: 40
13.0,COMM,1.0,5.0,Score: 37,Score: 35
13.0,COMM,1.0,6.0,Score: 38,Score: 35
13.0,COMM,1.0,7.0,Score: 36,Score: 35
13.0,COMM,1.0,8.0,Score: 34,Score: 35
13.0,COMM,1.0,9.0,Score: 34,Score: 35
13.0,COMM,1.0,10.0,Score: 35,Score: 35
14.0,COMM,1.0,1.0,Score: 35,Score: 38
14.0,COMM,1.0,2.0,Score: 36,Score: 38
14.0,COMM,1.0,3.0,Score: 38,Score: 38
14.0,COMM,1.0,4.0,Score: 38,Score: 38
14.0,COMM,1.0,5.0,Score: 38,Score: 39
14.0,COMM,1.0,6.0,Score: 35,Score: 39
14.0,COMM,1.0,7.0,Score: 38,Score: 38
14.0,COMM,1.0,8.0,Score: 38,Score: 38
14.0,COMM,1.0,9.0,Score: 40,Score: 38
14.0,COMM,1.0,10.0,Score: 38,Score: 35
14.0,COMM,1.0,1.0,Score: 38,Score: 38
14.0,COMM,1.0,2.0,Score: 38,Score: 40
14.0,COMM,1.0,3.0,Score: 38,Score: 38
14.0,COMM,1.0,4.0,Score: 38,Score: 38
14.0,COMM,1.0,5.0,Score: 38,Score: 40
14.0,COMM,1.0,6.0,Score: 39,Score: 36
14.0,COMM,1.0,7.0,Score: 38,Score: 38
14.0,COMM,1.0,8.0,Score: 38,Score: 38
14.0,COMM,1.0,9.0,Score: 38,Score: 36
14.0,COMM,1.0,10.0,Score: 38,Score: 38
14.0,COMM,1.0,1.0,Score: 39,Score: 35
14.0,COMM,1.0,2.0,Score: 38,Score: 40
14.0,COMM,1.0,3.0,Score: 38,Score: 38
14.0,COMM,1.0,4.0,Score: 38,Score: 38
14.0,COMM,1.0,5.0,Score: 38,Score: 38
14.0,COMM,1.0,6.0,Score: 40,Score: 40
14.0,COMM,1.0,7.0,Score: 35,Score: 39
14.0,COMM,1.0,8.0,Score: 39,Score: 40
14.0,COMM,1.0,9.0,Score: 35,Score: 38
14.0,COMM,1.0,10.0,Score: 37,Score: 38
14.0,COMM,1.0,1.0,Score: 35,Score: 37
14.0,COMM,1.0,2.0,Score: 38,Score: 38
14.0,COMM,1.0,3.0,Score: 38,Score: 35
14.0,COMM,1.0,4.0,Score: 39,Score: 38
14.0,COMM,1.0,5.0,Score: 38,Score: 38
14.0,COMM,1.0,6.0,Score: 37,Score: 40
14.0,COMM,1.0,7.0,Score: 35,Score: 36
14.0,COMM,1.0,8.0,Score: 38,Score: 38
14.0,COMM,1.0,9.0,Score: 35,Score: 35
14.0,COMM,1.0,10.0,Score: 38,Score: 37
14.0,COMM,1.0,1.0,Score: 38,Score: 38
14.0,COMM,1.0,2.0,Score: 38,Score: 35
14.0,COMM,1.0,3.0,Score: 35,Score: 35
14.0,COMM,1.0,4.0,Score: 40,Score: 39
14.0,COMM,1.0,5.0,Score: 36,Score: 35
14.0,COMM,1.0,6.0,Score: 38,Score: 35
14.0,COMM,1.0,7.0,Score: 38,Score: 38
14.0,COMM,1.0,8.0,Score: 40,Score: 40
14.0,COMM,1.0,9.0,Score: 38,Score: 38
14.0,COMM,1.0,10.0,Score: 38,Score: 39
15.0,LETT,1.0,1.0,Score: 36,Score: 29
15.0,LETT,1.0,2.0,Score: 35,Score: 35
15.0,LETT,1.0,3.0,Score: 34,Score: 30
15.0,LETT,1.0,4.0,Score: 35,Score: 36
15.0,LETT,2.0,1.0,Score: 35,Score: 35
15.0,LETT,2.0,2.0,Score: 30,Score: 35
15.0,LETT,2.0,3.0,Score: 35,Score: 30
15.0,LETT,2.0,4.0,Score: 35,Score: 35
15.0,LETT,3.0,1.0,Score: 35,Score: 32
15.0,LETT,3.0,2.0,Score: 35,Score: 35
15.0,LETT,3.0,3.0,Score: 38,Score: 35
15.0,LETT,3.0,4.0,Score: 35,Score: 27
16.0,COMM,1.0,1.0,Score: 38,Score: 30
16.0,COMM,1.0,2.0,Score: 34,Score: 35
16.0,COMM,1.0,3.0,Score: 35,Score: 36
16.0,COMM,1.0,4.0,Score: 34,Score: 35
16.0,COMM,2.0,1.0,Score: 34,Score: 35
16.0,COMM,2.0,2.0,Score: 36,Score: 35
16.0,COMM,2.0,3.0,Score: 35,Score: 35
16.0,COMM,2.0,4.0,Score: 35,Score: 34
16.0,COMM,3.0,1.0,Score: 35,Score: 35
16.0,COMM,3.0,2.0,Score: 38,Score: 30
16.0,COMM,3.0,3.0,Score: 35,Score: 30
16.0,COMM,3.0,4.0,Score: 35,Score: 30
17.0,ARG,1.0,1.0,Score: 38,Score: 35
17.0,ARG,1.0,2.0,Score: 36,Score: 35
17.0,ARG,1.0,3.0,Score: 38,Score: 35
17.0,ARG,1.0,4.0,Score: 37,Score: 35
17.0,ARG,2.0,1.0,Score: 35,Score: 35
17.0,ARG,2.0,2.0,Score: 35,Score: 35
17.0,ARG,2.0,3.0,Score: 38,Score: 35
17.0,ARG,2.0,4.0,Score: 36,Score: 35
17.0,ARG,3.0,1.0,Score: 38,Score: 38
17.0,ARG,3.0,2.0,Score: 36,Score: 34
17.0,ARG,3.0,3.0,Score: 35,Score: 35
17.0,ARG,3.0,4.0,Score: 36,Score: 36
18.0,NARR,1.0,1.0,Score: 30,Score: 30
18.0,NARR,1.0,2.0,Score: 30,Score: 30
18.0,NARR,1.0,3.0,Score: 26,Score: 35
18.0,NARR,1.0,4.0,Score: 30,Score: 30
18.0,NARR,2.0,1.0,Score: 25,Score: 30
18.0,NARR,2.0,2.0,Score: 30,Score: 30
18.0,NARR,2.0,3.0,Score: 24,Score: 30
18.0,NARR,2.0,4.0,Score: 28,Score: 28
18.0,NARR,3.0,1.0,Score: 29,Score: 35
18.0,NARR,3.0,2.0,Score: 35,Score: 27
18.0,NARR,3.0,3.0,Score: 28,Score: 30
18.0,NARR,3.0,4.0,Score: 22,Score: 29
19.0,COMM,1.0,1.0,Score: 35,Score: 35
19.0,COMM,1.0,2.0,Score: 35,Score: 36
19.0,COMM,1.0,3.0,Score: 38,Score: 35
19.0,COMM,1.0,4.0,Score: 30,Score: 35
19.0,COMM,1.0,5.0,Score: 35,Score: 27
19.0,COMM,1.0,6.0,Score: 38,Score: 38
19.0,COMM,1.0,7.0,Score: 38,Score: 30
19.0,COMM,1.0,8.0,Score: 37,Score: 30
19.0,COMM,1.0,9.0,Score: 35,Score: 23
19.0,COMM,1.0,10.0,Score: 38,Score: 38
19.0,COMM,2.0,1.0,Score: 38,Score: 30
19.0,COMM,2.0,2.0,Score: 38,Score: 38
19.0,COMM,2.0,3.0,Score: 35,Score: 30
19.0,COMM,2.0,4.0,Score: 36,Score: 38
19.0,COMM,2.0,5.0,Score: 35,Score: 33
19.0,COMM,2.0,6.0,Score: 35,Score: 36
19.0,COMM,2.0,7.0,Score: 36,Score: 31
19.0,COMM,2.0,8.0,Score: 34,Score: 35
19.0,COMM,2.0,9.0,Score: 38,Score: 35
19.0,COMM,2.0,10.0,Score: 36,Score: 36
19.0,COMM,3.0,1.0,Score: 35,Score: 24
19.0,COMM,3.0,2.0,Score: 34,Score: 38
19.0,COMM,3.0,3.0,Score: 35,Score: 30
19.0,COMM,3.0,4.0,Score: 35,Score: 35
19.0,COMM,3.0,5.0,Score: 37,Score: 35
19.0,COMM,3.0,6.0,Score: 38,Score: 38
19.0,COMM,3.0,7.0,Score: 36,Score: 30
19.0,COMM,3.0,8.0,Score: 38,Score: 37
19.0,COMM,3.0,9.0,Score: 38,Score: 30
19.0,COMM,3.0,10.0,Score: 35,Score: 36
19.0,COMM,4.0,1.0,Score: 35,Score: 30
19.0,COMM,4.0,2.0,Score: 36,Score: 37
19.0,COMM,4.0,3.0,Score: 38,Score: 30
19.0,COMM,4.0,4.0,Score: 38,Score: 38
19.0,COMM,4.0,5.0,Score: 36,Score: 28
19.0,COMM,4.0,6.0,Score: 35,Score: 35
19.0,COMM,4.0,7.0,Score: 38,Score: 28
19.0,COMM,4.0,8.0,Score: 35,Score: 36
19.0,COMM,4.0,9.0,Score: 38,Score: 32
19.0,COMM,4.0,10.0,Score: 38,Score: 35
19.0,COMM,5.0,1.0,Score: 34,Score: 28
19.0,COMM,5.0,2.0,Score: 30,Score: 37
19.0,COMM,5.0,3.0,Score: 35,Score: 29
19.0,COMM,5.0,4.0,Score: 37,Score: 38
19.0,COMM,5.0,5.0,Score: 38,Score: 30
19.0,COMM,5.0,6.0,Score: 35,Score: 38
19.0,COMM,5.0,7.0,Score: 36,Score: 25
19.0,COMM,5.0,8.0,Score: 30,Score: 38
19.0,COMM,5.0,9.0,Score: 34,Score: 30
19.0,COMM,5.0,10.0,Score: 34,Score: 34
20.0,LETT,1.0,1.0,Score: 38,Score: 38
20.0,LETT,1.0,2.0,Score: 35,Score: 33
20.0,LETT,1.0,3.0,Score: 34,Score: 37
20.0,LETT,1.0,4.0,Score: 34,Score: 37
20.0,LETT,1.0,5.0,Score: 35,Score: 37
20.0,LETT,1.0,6.0,Score: 35,Score: 30
20.0,LETT,1.0,7.0,Score: 38,Score: 36
20.0,LETT,1.0,8.0,Score: 36,Score: 34
20.0,LETT,1.0,9.0,Score: 37,Score: 34
20.0,LETT,1.0,10.0,Score: 35,Score: 34
20.0,LETT,1.0,1.0,Score: 35,Score: 32
20.0,LETT,1.0,2.0,Score: 38,Score: 32
20.0,LETT,1.0,3.0,Score: 36,Score: 30
20.0,LETT,1.0,4.0,Score: 36,Score: 30
20.0,LETT,1.0,5.0,Score: 38,Score: 36
20.0,LETT,1.0,6.0,Score: 35,Score: 30
20.0,LETT,1.0,7.0,Score: 35,Score: 34
20.0,LETT,1.0,8.0,Score: 35,Score: 30
20.0,LETT,1.0,9.0,Score: 38,Score: 30
20.0,LETT,1.0,10.0,Score: 35,Score: 30
20.0,LETT,1.0,1.0,Score: 37,Score: 30
20.0,LETT,1.0,2.0,Score: 35,Score: 30
20.0,LETT,1.0,3.0,Score: 38,Score: 30
20.0,LETT,1.0,4.0,Score: 35,Score: 30
20.0,LETT,1.0,5.0,Score: 38,Score: 30
20.0,LETT,1.0,6.0,Score: 35,Score: 30
20.0,LETT,1.0,7.0,Score: 38,Score: 38
20.0,LETT,1.0,8.0,Score: 35,Score: 33
20.0,LETT,1.0,9.0,Score: 35,Score: 31
20.0,LETT,1.0,10.0,Score: 35,Score: 30
20.0,LETT,1.0,1.0,Score: 34,Score: 30
20.0,LETT,1.0,2.0,Score: 35,Score: 30
20.0,LETT,1.0,3.0,Score: 38,Score: 30
20.0,LETT,1.0,4.0,Score: 35,Score: 34
20.0,LETT,1.0,5.0,Score: 35,Score: 30
20.0,LETT,1.0,6.0,Score: 36,Score: 37
20.0,LETT,1.0,7.0,Score: 38,Score: 30
20.0,LETT,1.0,8.0,Score: 34,Score: 30
20.0,LETT,1.0,9.0,Score: 38,Score: 30
20.0,LETT,1.0,10.0,Score: 39,Score: 32
20.0,LETT,1.0,1.0,Score: 38,Score: 30
20.0,LETT,1.0,2.0,Score: 30,Score: 34
20.0,LETT,1.0,3.0,Score: 38,Score: 30
20.0,LETT,1.0,4.0,Score: 38,Score: 32
20.0,LETT,1.0,5.0,Score: 30,Score: 30
20.0,LETT,1.0,6.0,Score: 38,Score: 34
20.0,LETT,1.0,7.0,Score: 37,Score: 35
20.0,LETT,1.0,8.0,Score: 35,Score: 30
20.0,LETT,1.0,9.0,Score: 38,Score: 34
20.0,LETT,1.0,10.0,Score: 37,Score: 30
21.0,LETT,1.0,1.0,Score: 39,Score: 35
21.0,LETT,1.0,2.0,Score: 38,Score: 35
21.0,LETT,1.0,3.0,Score: 38,Score: 35
21.0,LETT,1.0,4.0,Score: 34,Score: 35
21.0,LETT,2.0,1.0,Score: 38,Score: 35
21.0,LETT,2.0,2.0,Score: 37,Score: 35
21.0,LETT,2.0,3.0,Score: 36,Score: 35
21.0,LETT,2.0,4.0,Score: 38,Score: 35
21.0,LETT,3.0,1.0,Score: 36,Score: 30
21.0,LETT,3.0,2.0,Score: 38,Score: 38
21.0,LETT,3.0,3.0,Score: 38,Score: 35
21.0,LETT,3.0,4.0,Score: 38,Score: 38
22.0,SUGG,1.0,1.0,Score: 35,Score: 32
22.0,SUGG,1.0,2.0,Score: 38,Score: 34
22.0,SUGG,1.0,3.0,Score: 38,Score: 38
22.0,SUGG,1.0,4.0,Score: 38,Score: 35
22.0,SUGG,2.0,1.0,Score: 36,Score: 32
22.0,SUGG,2.0,2.0,Score: 38,Score: 30
22.0,SUGG,2.0,3.0,Score: 38,Score: 28
22.0,SUGG,2.0,4.0,Score: 38,Score: 35
22.0,SUGG,3.0,1.0,Score: 40,Score: 38
22.0,SUGG,3.0,2.0,Score: 36,Score: 38
22.0,SUGG,3.0,3.0,Score: 38,Score: 35
22.0,SUGG,3.0,4.0,Score: 38,Score: 30
23.0,COMM,1.0,1.0,Score: 38,Score: 35
23.0,COMM,1.0,2.0,Score: 35,Score: 30
23.0,COMM,1.0,3.0,Score: 35,Score: 30
23.0,COMM,1.0,4.0,Score: 35,Score: 33
23.0,COMM,2.0,1.0,Score: 35,Score: 28
23.0,COMM,2.0,2.0,Score: 35,Score: 35
23.0,COMM,2.0,3.0,Score: 35,Score: 30
23.0,COMM,2.0,4.0,Score: 38,Score: 35
23.0,COMM,3.0,1.0,Score: 36,Score: 35
23.0,COMM,3.0,2.0,Score: 35,Score: 35
23.0,COMM,3.0,3.0,Score: 34,Score: 35
23.0,COMM,3.0,4.0,Score: 38,Score: 36
24.0,NARR,1.0,1.0,Score: 35,Score: 30
24.0,NARR,1.0,2.0,Score: 32,Score: 35
24.0,NARR,1.0,3.0,Score: 34,Score: 32
24.0,NARR,1.0,4.0,Score: 25,Score: 35
24.0,NARR,2.0,1.0,Score: 30,Score: 35
24.0,NARR,2.0,2.0,Score: 35,Score: 36
24.0,NARR,2.0,3.0,Score: 30,Score: 30
24.0,NARR,2.0,4.0,Score: 34,Score: 34
24.0,NARR,3.0,1.0,Score: 30,Score: 35
24.0,NARR,3.0,2.0,Score: 35,Score: 30
24.0,NARR,3.0,3.0,Score: 24,Score: 30
24.0,NARR,3.0,4.0,Score: 35,Score: 32
25.0,LETT,1.0,1.0,Score: 35,Score: 37
25.0,LETT,1.0,2.0,Score: 35,Score: 35
25.0,LETT,1.0,3.0,Score: 35,Score: 35
25.0,LETT,1.0,4.0,Score: 35,Score: 35
25.0,LETT,1.0,5.0,Score: 35,Score: 35
25.0,LETT,1.0,6.0,Score: 38,Score: 35
25.0,LETT,1.0,7.0,Score: 35,Score: 34
25.0,LETT,1.0,8.0,Score: 34,Score: 37
25.0,LETT,1.0,9.0,Score: 35,Score: 35
25.0,LETT,1.0,10.0,Score: 35,Score: 34
25.0,LETT,1.0,1.0,Score: 38,Score: 36
25.0,LETT,1.0,2.0,Score: 38,Score: 35
25.0,LETT,1.0,3.0,Score: 37,Score: 35
25.0,LETT,1.0,4.0,Score: 38,Score: 40
25.0,LETT,1.0,5.0,Score: 38,Score: 36
25.0,LETT,1.0,6.0,Score: 35,Score: 35
25.0,LETT,1.0,7.0,Score: 39,Score: 36
25.0,LETT,1.0,8.0,Score: 35,Score: 35
25.0,LETT,1.0,9.0,Score: 38,Score: 35
25.0,LETT,1.0,10.0,Score: 38,Score: 35
25.0,LETT,1.0,1.0,Score: 38,Score: 35
25.0,LETT,1.0,2.0,Score: 38,Score: 34
25.0,LETT,1.0,3.0,Score: 34,Score: 35
25.0,LETT,1.0,4.0,Score: 35,Score: 37
25.0,LETT,1.0,5.0,Score: 35,Score: 36
25.0,LETT,1.0,6.0,Score: 36,Score: 35
25.0,LETT,1.0,7.0,Score: 38,Score: 35
25.0,LETT,1.0,8.0,Score: 37,Score: 35
25.0,LETT,1.0,9.0,Score: 37,Score: 38
25.0,LETT,1.0,10.0,Score: 36,Score: 35
25.0,LETT,1.0,1.0,Score: 35,Score: 40
25.0,LETT,1.0,2.0,Score: 35,Score: 35
25.0,LETT,1.0,3.0,Score: 37,Score: 37
25.0,LETT,1.0,4.0,Score: 35,Score: 35
25.0,LETT,1.0,5.0,Score: 38,Score: 34
25.0,LETT,1.0,6.0,Score: 35,Score: 34
25.0,LETT,1.0,7.0,Score: 37,Score: 35
25.0,LETT,1.0,8.0,Score: 36,Score: 36
25.0,LETT,1.0,9.0,Score: 38,Score: 35
25.0,LETT,1.0,10.0,Score: 35,Score: 37
25.0,LETT,1.0,1.0,Score: 35,Score: 38
25.0,LETT,1.0,2.0,Score: 35,Score: 37
25.0,LETT,1.0,3.0,Score: 36,Score: 35
25.0,LETT,1.0,4.0,Score: 35,Score: 36
25.0,LETT,1.0,5.0,Score: 37,Score: 34
25.0,LETT,1.0,6.0,Score: 37,Score: 35
25.0,LETT,1.0,7.0,Score: 35,Score: 36
25.0,LETT,1.0,8.0,Score: 38,Score: 38
25.0,LETT,1.0,9.0,Score: 36,Score: 35
25.0,LETT,1.0,10.0,Score: 35,Score: 35
26.0,COMM,1.0,1.0,Score: 38,Score: 35
26.0,COMM,1.0,2.0,Score: 36,Score: 38
26.0,COMM,1.0,3.0,Score: 38,Score: 36
26.0,COMM,1.0,4.0,Score: 39,Score: 35
26.0,COMM,1.0,5.0,Score: 39,Score: 35
26.0,COMM,1.0,6.0,Score: 38,Score: 35
26.0,COMM,1.0,7.0,Score: 38,Score: 35
26.0,COMM,1.0,8.0,Score: 38,Score: 35
26.0,COMM,1.0,9.0,Score: 38,Score: 35
26.0,COMM,1.0,10.0,Score: 35,Score: 35
26.0,COMM,1.0,1.0,Score: 35,Score: 35
26.0,COMM,1.0,2.0,Score: 35,Score: 35
26.0,COMM,1.0,3.0,Score: 35,Score: 35
26.0,COMM,1.0,4.0,Score: 38,Score: 38
26.0,COMM,1.0,5.0,Score: 36,Score: 35
26.0,COMM,1.0,6.0,Score: 38,Score: 35
26.0,COMM,1.0,7.0,Score: 38,Score: 35
26.0,COMM,1.0,8.0,Score: 35,Score: 38
26.0,COMM,1.0,9.0,Score: 35,Score: 35
26.0,COMM,1.0,10.0,Score: 38,Score: 35
